"單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"會員大會暨CPR活動","竹北市","10","10","社政業務-推行社運工作-獎補助費","好厝邊關懷協會","無","無"
"新國里辦公處里民聯歡晚會暨消防暨宣導講座活動","竹北市","10","10","社政業務-推行社運工作-獎補助費","竹北市公所","無","無"
"環保教育宣導暨交流活動","竹北市","10","10","社政業務-推行社運工作-獎補助費","羅姓宗親會","無","無"
"歌唱班環保自然生態活動","竹北市","15","15","社政業務-推行社運工作-獎補助費","福德社區發展協會","無","無"
"環保減碳及自然生態活動","竹北市","15","15","社政業務-推行社運工作-獎補助費","守望相助協會","無","無"
"健康講座暨會員大會活動","竹北市","10","10","社政業務-推行社運工作-獎補助費","守望相助協會","無","無"
"健康促進活動","竹北市","10","10","社政業務-推行社運工作-獎補助費","竹義社區發展協會","無","無"
"春天踏青暨反詐騙宣導活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","合歡歌舞協會","無","無"
"防溺宣導暨會員大會活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","水上救生協會","無","無"
"會員環保研習活動","竹北市","10","10","社政業務-推行社運工作-獎補助費","和樂文康協會","無","無"
"溫暖人間愛心無界及志工聯誼活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","金財神慈善功德會","無","無"
"社區安全宣導暨歌唱班交流聯誼活動","竹北市","10","10","社政業務-推行社運工作-獎補助費","斗崙社區發展協會","無","無"
"重陽敬老及自然生態保育暨和樂親子關係維繫宣導活動","竹北市","20","20","社政業務-推行社運工作-獎補助費","德馨長青協會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"北海岸勤勞農漁生活體驗及防止詐騙宣導活動","竹北市","20","20","社政業務-推行社運工作-獎補助費","德馨長青協會","無","無"
"仁愛家政班產業文化交流活動","竹北市","20","20","社政業務-推行社運工作-獎補助費","竹北市農會","無","無"
"視覺障礙者自行協力車體能訓練營活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費"
"社團法人新竹縣盲人福利協進會","無","無"
"守望相助隊社區安全教育訓練活動","竹北市","10","10","社政業務-推行社運工作-獎補助費","泰和社區發展協會","無","無"
"長壽俱樂部自然生態暨心靈健康活動","竹北市","10","10","社政業務-推行社運工作-獎補助費","福德社區發展協會","無","無"
"斗崙里辦公處節能減碳宣導暨里民聯歡晚會活動","竹北市","20","20","社政業務-推行社運工作-獎補助費","竹北市公所","無","無"
"守望相助隊績優社區觀摩活動","竹北市","10","10","社政業務-推行社運工作-獎補助費","隘口社區發展協會","無","無"
"巡守隊研習活動","竹北市","10","10","社政業務-推行社運工作-獎補助費","新港社區發展協會","無","無"
"社區觀摩活動","竹北市","20","20","社政業務-推行社運工作-獎補助費","新港社區發展協會","無","無"
"健康講座暨會員大會活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","彭姓宗親會","無","無"
"長壽俱樂部社區老人志工教育訓練活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","信義社區發展協會","無","無"
"人文古蹟參訪及生態保育宣導活動","新豐鄉","10","10","社政業務-推行社運工作-獎補助費","陳姓宗親會","無","無"
"身心健康、闔家安康、福氣未來329健康身心富足未來講座活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","愛家文化促進會","無","無"
"社區會員教育訓練暨文康活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","信義社區發展協會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"文化性及成長活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","佳美舞蹈協會","無","無"
"端午佳節慶團圓暨糖尿病衛生教育講座宣導聯誼活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費"
"社團法人新竹縣關懷身心障礙者家庭互助協進"
"無","無"
"身心障礙者就業講座暨觀摩聯誼活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費"
"社團法人新竹縣關懷身心障礙者家庭互助協進"
"無","無"
"文化研習活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費","關懷張姓宗親協會","無","無"
"客家文化傳承暨婦女聯誼活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費"
"中華民國婦女聯合會新竹縣分會湖口鄉支會"
"無","無"
"會員大會暨宗祠導覽活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","盧姓宗親會","無","無"
"花蓮民俗文化參訪暨節能減碳講座活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費"
"社團法人新竹縣湖口鄉周三合公祠塔管理宗族"
"無","無"
"健行暨健康講習活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","退休警察人員協會","無","無"
"功法研習暨節能減碳環保觀念宣導活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","太極氣功十八式運動協","無","無"
"海棠土風舞班金門古蹟與自然生態參訪學習活動","新豐鄉","10","10","社政業務-推行社運工作-獎補助費","山崎社區發展協會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"民謠文化推廣及社區觀摩活動","新豐鄉","30","30","社政業務-推行社運工作-獎補助費","民謠歌唱協會","無","無"
"律動班搶救腦中風宣導及宜蘭馬告國家公國自然生態教育活動","新豐鄉","10","10","社政業務-推行社運工作-獎補助費","松柏社區發展協會","無","無"
"社區會員參訪學習績優社區暨結合宣導打擊犯罪及消防及預防一氧化碳中毒等急救宣導活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","松林社區發展協會","無","無"
"民謠歌唱班參訪學習績優社區生態環境保育暨年度歌唱研習結合防詐及打擊犯罪宣導活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","松林社區發展協會","無","無"
"長壽俱樂部參訪績優社區學習生態保育節能減碳暨防詐宣導及消防急難救助等各項宣導活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","松林社區發展協會","無","無"
"社區會員參訪績優社區活動","新豐鄉","10","10","社政業務-推行社運工作-獎補助費","青埔社區發展協會","無","無"
"健康舞蹈班用電講解及花蓮太魯閣國家公國自然生態教育活動","新豐鄉","10","10","社政業務-推行社運工作-獎補助費","鳳坑社區發展協會","無","無"
"媽媽教室文化交流及社區參訪觀摩活動","新豐鄉","10","10","社政業務-推行社運工作-獎補助費","重興社區發展協會","無","無"
"環保志工隊觀摩活動","新豐鄉","40","40","社政業務-推行社運工作-獎補助費","上坑社區發展協會","無","無"
"南投縣信義鄉望鄉部落參訪暨自然生態尋奇與歷史人文懷舊活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","重興社區發展協會","無","無"
"月光休閒律動班人文歷史生態保護宣導活動","新豐鄉","10","10","社政業務-推行社運工作-獎補助費","忠孝社區發展協會","無","無"
"傳薪民謠歌唱班參訪學習績優社區生態環境保育暨結合防詐及打擊犯罪宣導活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","長青會","無","無"
"農業休閒觀光發展觀摩活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","長青環保協會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"舞蹈委員會主席盃社區舞蹈聯誼邀請觀摩賽活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","體育會","無","無"
"防災防火宣導觀摩聯誼活動","新豐鄉","10","10","社政業務-推行社運工作-獎補助費","西濱宗教福德協會","無","無"
"民謠歌唱班參訪學習績優社區生態環境保育暨年度歌唱研習結合防詐及打擊犯罪宣導活動","新豐鄉","10","10","社政業務-推行社運工作-獎補助費","松林社區發展協會","無","無"
"長壽俱樂部環境教育宣導暨社區觀摩活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","上坑社區發展協會","無","無"
"長壽俱樂部節能減碳宣導暨文化觀摩參訪活動","新豐鄉","20","20","社政業務-推行社運工作-獎補助費","重興社區發展協會","無","無"
"新埔義勇消防分隊119防火宣導暨新舊任分隊長交接活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","消防局","無","無"
"社區觀摩活動","新埔鎮","20","20","社政業務-推行社運工作-獎補助費","寶石社區發展協會","無","無"
"枋竂隊戶外健身教學節能減碳講座觀摩文化活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","元極功法研習會","無","無"
"會員大會暨衛生宣導座談會活動","新埔鎮","10","10","社政業務-推行社運工作-獎補助費","巨埔社區發展協會","無","無"
"教育觀摩研習活動","新埔鎮","20","20","社政業務-推行社運工作-獎補助費","內立社區發展協會","無","無"
"新埔義警分隊生態教學暨預防犯罪宣導活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費","警察局","無","無"
"親子淨溪健行與淨溪活動","竹東鎮","10","10","社政業務-推行社運工作-獎補助費","環保協會","無","無"
"義工觀摩研習活動","竹東鎮","10","10","社政業務-推行社運工作-獎補助費","環保協會","無","無"
"遠離致癌因子擺脫病痛健康講座及清涼一夏康樂活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","東寧社區發展協會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"母親節模範母親表揚暨防治家暴研習活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","東寧社區發展協會","無","無"
"山城老街再生計畫學習觀摩活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","東寧社區發展協會","無","無"
"功法研習暨節能減碳環保觀念宣導活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費","楊太亟武藝協會","無","無"
"參訪交流暨客家文物研討活動","新竹縣","38","38","社政業務-推行社運工作-獎補助費","中華文物藝術交流協會","無","無"
"環保志工資源回收節能減碳、垃圾減量參訪觀摩活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","東正社區發展協會","無","無"
"忠孝里環保志工年度社區觀摩暨藝文參觀活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","東孝社區發展協會","無","無"
"秋季文化觀摩暨戶政宣導活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","東孝社區發展協會","無","無"
"會員大會及健行淨山親子教育政令宣導活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費","胡姓宗親會","無","無"
"節約減碳宣導暨觀摩活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","梁姓宗親會","無","無"
"春季文化觀摩暨縣政宣導活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","東孝社區發展協會","無","無"
"會員政令宣導暨文化知性活動","關西鎮","5","5","社政業務-推行社運工作-獎補助費","朱氏宗親會","無","無"
"環保志工資源回收觀摩活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","大鄉人文環保促進會","無","無"
"長壽俱樂部九九重陽敬老暨社區老人健檢活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","東寧社區發展協會","無","無"
"長壽俱樂部績優社區感情聯絡中南部天后宮巡禮學習觀摩活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","東寧社區發展協會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"會員大會暨健康講座活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費","穎川會","無","無"
"環保志工藝文參觀活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","東孝社區發展協會","無","無"
"秋季文化觀摩暨戶政宣導活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","東孝社區發展協會","無","無"
"社區交流暨資源回收宣導活動","竹東鎮","48","48","社政業務-推行社運工作-獎補助費","大同社區發展協會","無","無"
"六大行業趣味競賽暨節能宣導活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費","環保節能減碳協會","無","無"
"會員大會暨長壽會1-6月慶生活動","竹東鎮","40","40","社政業務-推行社運工作-獎補助費","大同社區發展協會","無","無"
"會員大會暨健行淨山親子教育政令宣導活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費","胡姓宗親會","無","無"
"義工觀摩研習活動","竹東鎮","30","30","社政業務-推行社運工作-獎補助費","環保協會","無","無"
"資源回收節能減碳、垃圾減量參訪觀摩活動","竹東鎮","20","20","社政業務-推行社運工作-獎補助費","東正社區發展協會","無","無"
"親子淨溪健行與淨溪活動","竹東鎮","10","10","社政業務-推行社運工作-獎補助費","環保協會","無","無"
"維護頭前溪生態活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費","釣魚環保協會","無","無"
"會員大會暨健康講座活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費","客家民俗文化研究會","無","無"
"身心障礙者、心靈、生態、環保親子聯誼文化交流活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費"
"社團法人新竹縣身心障礙者扶助協","無","無"
"花卉產銷班第二班產銷交流活動","寶山鄉","30","30","社政業務-推行社運工作-獎補助費","寶山鄉農會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"會員大會暨環保宣導活動","北埔鄉","10","10","社政業務-推行社運工作-獎補助費","埔尾社區發展協會","無","無"
"環境生態教育活動","北埔鄉","10","10","社政業務-推行社運工作-獎補助費","北埔社區發展協會","無","無"
"如何玩出創意手工藤編活動","竹北市","30","30","社政業務-推行社運工作-獎補助費","原住民族慈善關懷協會","無","無"
"親子手工藝研習活動","竹北市","30","30","社政業務-推行社運工作-獎補助費","原住民族慈善關懷協會","無","無"
"生活中不可不知的法律常識研習活動","新竹縣","200","200","社政業務-推行社運工作-獎補助費"
"原住民產業策略聯盟推廣協會","無","無"
"健康講座暨會員聯誼活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","鄉親天地客家歌友協會","無","無"
"白地里辦公處慶端午親子聯誼暨豐田義消救護分隊急救宣導活動","竹北市","30","30","社政業務-推行社運工作-獎補助費","竹北市公所","無","無"
"大鵬灣遊樂區自然生態探索之旅活動","竹北市","20","20","社政業務-推行社運工作-獎補助費","退伍軍人婦女會","無","無"
"防溺宣導活動暨會員大會活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","水上救生協會","無","無"
"社區觀摩活動","竹北市","10","10","社政業務-推行社運工作-獎補助費","新港社區發展協會","無","無"
"端午節暨防火防災觀摩研習活動","竹北市","10","10","社政業務-推行社運工作-獎補助費","新庄社區發展協會","無","無"
"媽媽教室防火防災研習活動","竹北市","20","20","社政業務-推行社運工作-獎補助費","新庄社區發展協會","無","無"
"長壽會員養身暨防詐騙集團研習活動","竹北市","20","20","社政業務-推行社運工作-獎補助費","新庄社區發展協會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"二重分會祭拜媽祖暨會員大會談促進健康活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","林姓宗親會","無","無"
"二重分會慶祝中秋暨促進健康活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","林姓宗親會","無","無"
"節能減碳宣導暨會員大會活動","峨眉鄉","10","10","社政業務-推行社運工作-獎補助費","婦女聯盟","無","無"
"會員觀摩研習暨防止一氧化碳中毒宣導活動","關西鎮","10","10","社政業務-推行社運工作-獎補助費","網球協會","無","無"
"六大行業趣味競賽暨節能宣導活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費","環保節能減碳協會","無","無"
"視覺障礙者自行協力車體能訓練營活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費"
"社團法人新竹縣盲人福利協進會","無","無"
"戶外觀摩暨食品安全教育參訪活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","湖鏡社區發展協會","無","無"
"六大行業趣味競賽暨節能宣導活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費","環保節能減碳協會","無","無"
"湖口鄉樂齡盃才藝表演活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","知心會","無","無"
"二重分會慶祝中秋暨促進健康活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","林姓宗親會","無","無"
"文化性及成長性活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","佳美舞蹈協會","無","無"
"健康講座暨會員大會活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","彭姓宗親會","無","無"
"愛、感動銀髮族-同心圓回憶穿婚紗活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","知心會","無","無"
"329健康身心富足未來講座活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","愛家文化促進會","無","無"
"環保志工隊觀摩學習活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","大窩口促進會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"新工分會防火宣導觀摩研習活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","婦女防火防災宣導協會","無","無"
"環保宣導做好環保愛地球活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","中華元極研究運動推廣","無","無"
"聖誕千秋祝壽暨落實節能減碳活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費","註生宮信徒協會","無","無"
"肚皮舞教學活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","鳳凰社區發展協會","無","無"
"長壽俱樂部社區老人志工教育訓練活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","信義社區發展協會","無","無"
"健康講座暨會員大會活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","彭姓宗親會","無","無"
"長壽會會員大會、健康衛生講座及防詐騙講習活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","愛勢社區發展協會","無","無"
"長壽會參觀資源回收垃圾分類講解活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","和興社區發展協會","無","無"
"經歷交流暨生態觀摩活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費","戴姓宗親會","無","無"
"文化交流及生態保護宣導活動","新豐鄉","10","10","社政業務-推行社運工作-獎補助費","排舞協會","無","無"
"國樂文化傳承研習課活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","愛樂技藝研究協會","無","無"
"社區觀摩暨藝文參活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","祥和登山協會","無","無"
"農業花卉觀摩活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","吳姓宗親會","無","無"
"文化性暨成長性交流活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","佳美舞蹈協會","無","無"
"會員教育訓練暨文康活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","信義社區發展協會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"年度大會暨資源回收活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","和興社區發展協會","無","無"
"客家歌謠教學研習活動","湖口鄉","20","20","社政業務-推行社運工作-獎補助費","鳳凰社區發展協會","無","無"
"長壽俱樂部會員大會暨老人健康檢查活動","湖口鄉","10","10","社政業務-推行社運工作-獎補助費","德盛社區發展協會","無","無"
"會員觀摩研習暨防一氧化碳中毒活動","關西鎮","15","15","社政業務-推行社運工作-獎補助費","啣彩鳳協會","無","無"
"健康活力秀研習活動","關西鎮","10","10","社政業務-推行社運工作-獎補助費","太極拳協會","無","無"
"參訪暨環境教育宣導活動","關西鎮","15","15","社政業務-推行社運工作-獎補助費","婦聯青溪協會","無","無"
"社區文化參訪活動","關西鎮","10","10","社政業務-推行社運工作-獎補助費","北山社區發展協會","無","無"
"社教公益活動推展暨觀摩學習活動","關西鎮","15","15","社政業務-推行社運工作-獎補助費","古姓宗親會","無","無"
"媽媽教室歌唱班研習活動","關西鎮","5","5","社政業務-推行社運工作-獎補助費","東安社區發展協會","無","無"
"文化學習觀摩活動","新竹縣","15","15","社政業務-推行社運工作-獎補助費","盧姓宗親會","無","無"
"衛生講座暨會員大會活動","新埔鎮","5","5","社政業務-推行社運工作-獎補助費","清水社區發展協會","無","無"
"嘉義太保社區參訪暨北港天后宮文化古蹟、台中外海探索之旅活動","新埔鎮","10","10","社政業務-推行社運工作-獎補助費","四座社區發展協會","無","無"
"防火宣導暨鄉土探討觀摩活動","芎林鄉","10","10","社政業務-推行社運工作-獎補助費","鄉音歌謠研究協會","無","無"
"婦女保健講座暨會員大會活動","芎林鄉","30","30","社政業務-推行社運工作-獎補助費","婦聯會","無","無"
"社區志工聯誼暨志工服務宣導活動","芎林鄉","10","10","社政業務-推行社運工作-獎補助費","文林社區發展協會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"基隆海洋博物館暨煤礦博物館探討活動","芎林鄉","20","20","社政業務-推行社運工作-獎補助費","黃王姓宗親會","無","無"
"會員大會暨消防安全宣導活動","新竹縣","20","20","社政業務-推行社運工作-獎補助費","客家武獅文化協會","無","無"
"環境生態保護觀摩活動","芎林鄉","20","20","社政業務-推行社運工作-獎補助費","芎林社區發展協會","無","無"
"消防講座暨會員大會活動","芎林鄉","20","20","社政業務-推行社運工作-獎補助費","芎林社區發展協會","無","無"
"水稻產銷班第二班講習暨觀摩活動","芎林鄉","10","10","社政業務-推行社運工作-獎補助費","芎林鄉農會","無","無"
"果樹產銷班第八班講習暨觀摩活動","芎林鄉","10","10","社政業務-推行社運工作-獎補助費","芎林鄉農會","無","無"
"果樹產銷班第十一班講習暨觀摩活動","芎林鄉","10","10","社政業務-推行社運工作-獎補助費","芎林鄉農會","無","無"
"蔬菜產銷班第四班講習暨觀摩活動","芎林鄉","10","10","社政業務-推行社運工作-獎補助費","芎林鄉農會","無","無"
"長青歌唱民謠班講習暨觀摩活動","芎林鄉","10","10","社政業務-推行社運工作-獎補助費","芎林鄉農會","無","無"
"上山家政班講習暨米食研習活動","芎林鄉","15","15","社政業務-推行社運工作-獎補助費","芎林鄉農會","無","無"
"會員大會暨健康講座活動","芎林鄉","15","15","社政業務-推行社運工作-獎補助費","客家文化傳統藝術協會","無","無"
"長壽俱樂部健康講座暨年度會員大會活動","芎林鄉","10","10","社政業務-推行社運工作-獎補助費","永興社區發展協會","無","無"
"治安參訪、環境美化活動","橫山鄉","15","15","社政業務-推行社運工作-獎補助費","長風環保協會","無","無"
"參訪人、文、物及生態環保研習活動","橫山鄉","20","20","社政業務-推行社運工作-獎補助費","愛心文藝健行協會","無","無"
"歌唱班永續研習活動","橫山鄉","10","10","社政業務-推行社運工作-獎補助費","田寮社區發展協會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"社區參觀高雄港暨美濃客家原鄉緣文化研習活動","橫山鄉","20","20","社政業務-推行社運工作-獎補助費","大肚社區發展協會","無","無"
"長壽俱樂部政令宣導暨參訪活動","橫山鄉","10","10","社政業務-推行社運工作-獎補助費","福興社區發展協會","無","無"
"長壽俱樂部重陽節活動","橫山鄉","10","10","社政業務-推行社運工作-獎補助費","福興社區發展協會","無","無"
"音樂會DVD發表PART2活動","竹東鎮","20","20","社政業務-推行社運工作-獎補助費","樹杞林客家文化協會","無","無"
"會員大會暨健康講座活動","竹東鎮","20","20","社政業務-推行社運工作-獎補助費","幸福家庭協進會","無","無"
"大會及健行淨山親子教育政令宣導活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","胡姓宗親會","無","無"
"理監事會及志工慶生會暨消防救護宣導活動","竹東鎮","5","5","社政業務-推行社運工作-獎補助費","民眾服務社","無","無"
"長壽俱樂部歡喜串門逗熱鬧暨衛教宣導活動","竹東鎮","10","10","社政業務-推行社運工作-獎補助費","上瑞社區發展協會","無","無"
"竹東區慢速壘球聯賽活動","竹東鎮","10","10","社政業務-推行社運工作-獎補助費","慢速壘球協會","無","無"
"水上救生協會防溺宣導暨會員大會活動","新竹縣","5","5","社政業務-推行社運工作-獎補助費","水上救生協會","無","無"
"會員大會暨防竊、防詐騙宣導活動","寶山鄉","20","20","社政業務-推行社運工作-獎補助費","新城社區發展協會","無","無"
"音樂會DVD發表PART2活動","竹東鎮","40","40","社政業務-推行社運工作-獎補助費","樹杞林客家文化協會","無","無"
"客曲迎桐花音樂會活動","竹東鎮","80","80","社政業務-推行社運工作-獎補助費","樹杞林客家文化協會","無","無"
"全體會員觀摩台東綠島基礎建設活動","竹北市","450","450","社政業務-推行社運工作-獎補助費","張姓宗親會","無","無"
"竹北分會交通安全宣導暨友會聯誼活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","劉姓宗親會","無","無單位：千元"
" 核定金額","經","費","支","用","科","目","主","辦","機","關","招","標","方","式","得","標","廠","商"
"新竹縣政府103年度對議員所提地方建設建議事項處理明細表"
"至103年6月止"
"           (本表為半年報)"
"核","定","情","形","建","議","項","目","及","內","容","建","議","地","點"," 建議金額"
"擴大例會宗祠導覽暨商討文化學習活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費","盧姓宗親會","無","無"
"會員大會暨健康講座宣導活動","竹北市","5","5","社政業務-推行社運工作-獎補助費","曾氏宗親會","無","無"
"長壽俱樂部重陽敬老暨健康講座活動","竹北市","5","5","社政業務-推行社運工作-獎補助費","北崙社區發展協會","無","無"
"觀摩馬祖南竿鄉復興村守望相助隊活動","竹北市","70","70","社政業務-推行社運工作-獎補助費","聯合巡守協會","無","無"
"義警第二中隊春安工作檢討會活動","新豐鄉","5","5","社政業務-推行社運工作-獎補助費","義警民防協會","無","無"
"民防第二中隊春安工作檢討會活動","新豐鄉","5","5","社政業務-推行社運工作-獎補助費","義警民防協會","無","無"
"文化生態導覽活動","新竹縣","10","10","社政業務-推行社運工作-獎補助費"
"中國青年救國團直屬臺灣省新竹團務指導委員"
"無","無"
